ID,DBA,BORO,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,Latitude,Longitude,PREP_TIME
996,POLLO D' ORO,Brooklyn,GOLD STREET,11201,7188558088,Spanish,40.69497081,-73.9832709,4
997,POLLOS A LA BARASA MARIO,Queens,BROADWAY,11103,7189322424,Latin American,40.75887163,-73.91877184,2
998,POLLOS A LA BRASA,Brooklyn,KNICKERBOCKER AVENUE,11221,7183819400,Spanish,40.69456686,-73.91089167,1
999,POLLOS A LA BRASA MARION,Queens,ROOSEVELT AVENUE,11377,7187798100,Latin American,40.74634829,-73.89619134,3
1000,POLLOS DONA MARIA,Queens,JAMAICA AVENUE,11421,7188054000,Spanish,40.69379756,-73.85180634,0
1001,POPPY'S,Brooklyn,COLUMBIA STREET,11231,6464592716,American,40.68556841,-74.00242301,4
1002,PORTO SALVO,Bronx,EAST  161 STREET,10451,9293767866,Italian,40.82390974,-73.91295076,0
1003,POSITANO,Brooklyn,4 AVENUE,11209,7188331313,Italian,40.61251932,-74.03392455,3
1004,PQR,Manhattan,2 AVENUE,10028,9174357736,Pizza,40.77694827,-73.95242617,4
1005,PR Sazon,Bronx,WESTCHESTER AVENUE,10461,7188852222,Latin American,40.85278388,-73.8274486,4
1006,PRIMA PIZZA,Queens,BRADDOCK AVE,11428,7187406546,Pizza,40.72841477,-73.73582886,4
1007,PRIMO'S BAR,Manhattan,WEST BROADWAY,10013,9175123432,Italian,40.71558215,-74.00916616,2
1008,PRONTO PIZZA,Brooklyn,AVENUE R,11229,7186274983,Pizza,40.60739391,-73.94305767,5
1009,PRONTO PIZZA,Brooklyn,COURT STREET,11201,7185222225,Pizza,40.68953713,-73.99242042,1
1010,PYRAMIDS HOOKAH AND BAR,Queens,BELL BOULEVARD,11361,7187466524,American,40.76407402,-73.77121606,1
1011,Q Q STAR,Brooklyn,4 AVENUE,11209,7188338078,Chinese,40.61815814,-74.03025697,1
1012,R2P,Manhattan,CONVENT AVENUE,10031,9142084003,Coffee/Tea,40.81918902,-73.95022087,2
1013,RAMA'S ROTI SHOP,Brooklyn,CHURCH AVENUE,11226,7182877262,Caribbean,40.65075403,-73.95064253,4
1014,RANCHO LATINO,Queens,103RD ST,11368,7186511218,Latin American,40.75285297,-73.86424938,3
1015,RANDAZZO'S CLAM BAR,Brooklyn,EMMONS AVENUE,11235,7186150010,Seafood,40.58370308,-73.94762855,3
1016,RANDAZZO'S PIZZA,Brooklyn,DITMAS AVENUE,11218,7184362624,Pizza,40.63578383,-73.9757808,4
1017,RANGOON,Brooklyn,PROSPECT PLACE,11238,9177703373,Asian/Asian Fusion,40.67585604,-73.96031453,3
1018,RD CARIDAD,Bronx,HUNTS POINT AVENUE,10474,7186762811,Latin American,40.81101771,-73.88221086,3
1019,RIBALTA MO,Manhattan,PENN PLAZA,10121,6462698671,Italian,40.75000977,-73.99134519,4
1020,RICO CHIMI,Brooklyn,MYRTLE AVENUE,11237,7183663777,Spanish,40.69919182,-73.91451713,2
1021,RICO POLLO III,Brooklyn,5 AVENUE,11220,7186860079,Spanish,40.6477232,-74.00757481,4
1022,RINTINTIN,Manhattan,SPRING STREET,10012,6466660114,Mediterranean,40.72134092,-73.99482307,4
1023,RIVOLI PIZZA II,Manhattan,HUDSON STREET,10014,7187211583,Pizza,40.73315159,-74.00640105,1
1024,ROAST 28,Brooklyn,8 AVENUE,11220,6316939921,Chinese,40.64037284,-74.00448962,2
1025,ROCKA ROLLA,Brooklyn,METROPOLITAN AVENUE,11211,9175667699,American,40.71404936,-73.95257585,2
1026,ROCKAWAY PLAZA,Queens,ROCKAWAY BLVD,11434,7185287675,American,40.66347293,-73.77704126,5
1027,ROCKAWAY ROTI SHOP,Queens,ROCKAWAY BOULEVARD,11420,7186598844,Caribbean,40.67565994,-73.81576291,2
1028,ROLLY,Queens,NORTHERN BLVD,11362,9736704858,Korean,40.76983421,-73.73618019,4
1029,ROMA PIZZA,Bronx,ALLERTON AVENUE,10467,7187984825,Pizza,40.86546357,-73.8657902,2
1030,ROMA PIZZA,Brooklyn,7 AVENUE,11217,7187837334,Pizza,40.67467451,-73.97530517,0
1031,Roma Pizza,Manhattan,1 AVENUE,10128,9177709055,Pizza,40.77827498,-73.94836317,1
1032,ROMAN'S,Brooklyn,DEKALB AVENUE,11205,7186225300,American,40.68948392,-73.96949779,1
1033,ROMANTICOS,Queens,ROOSEVELT AVE,11372,9172800890,Bottled Beverages,40.74705833,-73.88940167,3
1034,ROSARIO PIZZA,Brooklyn,CENTRAL AVENUE,11221,7184550949,Pizza,40.69422661,-73.91840734,3
1035,ROSA'S PIZZA,Brooklyn,METROPOLITAN AVENUE,11211,7189632378,Pizza,40.71406705,-73.95561673,2
1036,ROSA'S PIZZA,Queens,69 STREET,11378,7184465910,Pizza,40.72743895,-73.89548128,5
1037,ROSA'S PIZZA,Queens,21ST ST,11106,7187261295,Pizza,40.76721482,-73.9299277,3
1038,ROSA'S PIZZA & PASTA,Queens,METROPOLITAN AVENUE,11379,7188944707,Pizza,40.71312418,-73.87544792,2
1039,ROTHSCHILD TLV,Manhattan,LEXINGTON AVENUE,10075,9173414169,Jewish/Kosher,40.77450531,-73.95920846,4
1040,ROYAL KING'S PIZZA,Brooklyn,5 AVENUE,11220,7184923846,Pizza,40.64384997,-74.01160299,0
1041,ROYAL PIZZA,Brooklyn,PENNSYLVANIA AVENUE,11207,7182720108,Pizza,40.65514279,-73.88804815,3
1042,SAAR INDIAN BISTRO,Manhattan,WEST   51 STREET,10019,6466092142,Indian,40.76240438,-73.9844271,4
1043,SABAY THAI,Queens,BROADWAY,11373,7184249054,Thai,40.74610929,-73.89007452,1
1044,SABOR ANDINO,Brooklyn,14 AVENUE,11219,7182362030,Latin American,40.6256746,-73.99827083,3
1045,SABOR LATINO BAR & GRILL,Bronx,JEROME AVENUE,10468,7184844436,Spanish,40.87305603,-73.88950225,3
1046,SAFFRON,Queens,BROADWAY,11103,7182556310,Indian,40.75739271,-73.91566941,4
1047,SAGA,Manhattan,PINE STREET,10005,9175777075,American,40.70630767,-74.00789529,0
1048,SAGITARIOS SPORTS BAR,Queens,JAMAICA AVE,11435,9294993800,Mexican,40.70251997,-73.81382378,3
1049,SAGRA PIZZA BAR,Manhattan,CARMINE STREET,10014,6466308331,Pizza,40.72976739,-74.00421062,5
1050,SAHIB,Manhattan,LEXINGTON AVENUE,10016,6465900994,Indian,40.74221094,-73.98278264,4
1051,SAIGON BAR AND GRILL,Brooklyn,AVENUE N,11234,7183388886,Southeast Asian,40.61867135,-73.9314206,0
1052,SAIGON SOCIAL,Manhattan,ORCHARD STREET,10002,6466093202,Asian/Asian Fusion,40.72162866,-73.9884195,4
1053,SAKAING CRAP,Manhattan,9 AVENUE,10019,6467558793,Seafood,40.76333813,-73.989062,4
1054,SAKIB,Brooklyn,BEDFORD AVENUE,11211,9179090677,Mediterranean,40.71198635,-73.96287202,4
1055,SALIMAR,Bronx,EAST  138 STREET,10454,9179815492,Latin American,40.80954605,-73.92392609,3
1056,SALLY'S,Brooklyn,TOMPKINS AVENUE,11206,9178682613,Caribbean,40.69411395,-73.94604494,3
1057,SALLY'S FISH & THINGS,Brooklyn,FLATLANDS AVENUE,11236,7187637000,Caribbean,40.63987639,-73.90650062,2
1058,SAL'S PIZZA,Queens,127 STREET,11356,7189393900,Italian,40.7814488,-73.84141335,3
1059,SALT + CHARCOAL,Brooklyn,GRAND STREET,11249,7185993021,Japanese,40.71459343,-73.96150341,5
1060,SAM WON GAHK,Queens,NORTHERN BOULEVARD,11361,7183525600,Asian/Asian Fusion,40.76126824,-73.76279324,3
1061,SAM WON GAHK,Queens,NORTHERN BOULEVARD,11354,7184458500,Korean,40.76468986,-73.82302445,3
1062,SAMBAK SAMBABJIP,Queens,150TH ST,11355,7184611212,Korean,40.76235044,-73.81379667,3
1063,SAMMY'S HALAL,Manhattan,1 AVENUE,10003,9179652009,Mediterranean,40.72676932,-73.98589667,2
1064,SAM'S,Queens,NORTHERN BOULEVARD,11372,7183353800,Pizza,40.75624519,-73.87868052,2
1065,SAM'S PIZZA,Bronx,WEST  231 STREET,10463,7185489070,Pizza,40.87949609,-73.90597793,3
1066,SAN BLAS,Brooklyn,MONTAGUE STREET,11201,7186501235,Mexican,40.69458484,-73.99360627,4
1067,SANDY JACK'S,Brooklyn,5 AVENUE,11215,5854741849,Other,40.66157066,-73.99317332,1
1068,SANGARITA'S,Queens,BELL BLVD,11361,7184282727,Tapas,40.76414551,-73.77127718,3
1069,SANGRIA,Queens,FRANCIS LEWIS BLVD,11358,7183582727,Latin American,40.77043698,-73.79322417,1
1070,SAPITO'S SPORTS CANTINA,Manhattan,BROADWAY,10033,6469227095,Mexican,40.84700111,-73.93819274,3
1071,SAPPORO ICHIBAN,Brooklyn,MANHATTAN AVENUE,11222,7183899697,Japanese,40.72346034,-73.95060291,5
1072,SASA SONG,Queens,NORTHERN BLVD,11361,7186317272,Japanese,40.7576339,-73.78203459,2
1073,SA'TACOS,Manhattan,DYCKMAN STREET,10034,7183547471,Mexican,40.86591443,-73.92770824,0
1074,SATI'S ROTI SHOP,Queens,ROCKAWAY BOULEVARD,11420,7186412861,Caribbean,40.67465362,-73.80477017,5
1075,SAV-LA-MAR,Queens,ROCKAWAY BLVD,11436,7188453808,Other,40.67336287,-73.79038632,3
1076,SAVOR,Manhattan,1 AVENUE,10028,6465245709,Sandwiches,40.77718567,-73.94915836,0
1077,SBARRO,Bronx,BAYCHESTER AVENUE,10475,7183790719,Pizza,40.86590541,-73.83042975,3
1078,SBARRO,Brooklyn,FLATBUSH AVENUE,11234,7182583869,Pizza,40.6091737,-73.92178549,5
1079,SCALINO G.P.,Brooklyn,MANHATTAN AVENUE,11222,7183898600,Italian,40.72459147,-73.95127312,1
1080,SCHICK'S MANOR,Brooklyn,12 AVENUE,11219,7188536329,Jewish/Kosher,40.63626659,-73.99438652,4
1081,SCHMACKARY'S,Manhattan,WEST   45 STREET,10036,6468019866,American,40.75985513,-73.99008051,0
1082,SCHNITZI,Brooklyn,NEW UTRECHT AVENUE,11219,7186333337,Jewish/Kosher,40.63293995,-73.99522626,4
1083,SCORPION,Queens,ROOSEVELT AVENUE,11372,7182057909,Latin American,40.7469521,-73.89025357,5
1084,SHAHI GRILL & GYRO,Queens,111TH ST,11418,7184873648,Indian,40.69281142,-73.8351665,4
1085,SHAHZ GRILL,Queens,111TH ST,11418,9293508617,Pakistani,40.69281142,-73.8351665,3
1086,SHAKING CRAB,Brooklyn,5 AVENUE,11215,6172564211,Seafood,40.67568018,-73.98096487,3
1087,SHAKING CRAB,Manhattan,BROADWAY,10025,6172564211,Seafood,40.80511424,-73.96601665,4
1088,SHAKING CRAB,Queens,PRINCE ST,11354,9175635368,Seafood,40.76075228,-73.83295098,2
1089,SHALOM JAPAN,Brooklyn,SOUTH    4 STREET,11211,7183884012,Japanese,40.70920331,-73.95559112,0
1090,SHAMROCK INN,Bronx,CROSBY AVENUE,10461,7188228889,Irish,40.84589242,-73.83153998,5
1091,SHAN XI SNACK,Brooklyn,FORT HAMILTON PARKWAY,11228,9172096599,Asian/Asian Fusion,40.62812771,-74.01298363,4
1092,SHANG XI SNACK,Brooklyn,57 STREET,11220,9172096599,Chinese,40.63688682,-74.00730335,2
1093,SHANGRI-LA,Brooklyn,3 AVENUE,11209,7188360333,Vegetarian,40.63202821,-74.02756841,4
1094,SHASHLICHNAYA,Queens,QUEENS BLVD,11374,7184409577,Jewish/Kosher,40.72979913,-73.86148944,3
1095,SHAXIAN 888,Brooklyn,7 AVENUE,11220,9293970030,Chinese,40.63663665,-74.01196203,3
1096,SHI MIAODAO,Manhattan,SAINT MARKS PLACE,10003,9179167373,Chinese/Japanese,40.72881443,-73.9881729,0
1097,SILVANA,Manhattan,WEST  116 STREET,10026,6466924935,Mediterranean,40.80449861,-73.95559232,1
1098,SIMON'S BBQ,Brooklyn,8 AVENUE,11220,7184310688,Barbecue,40.64204995,-74.0027133,4
1099,SIMON'S BBQ II,Brooklyn,8 AVENUE,11220,7184310788,Barbecue,40.63981288,-74.00506969,5
1100,SINGH'S ROTI SHOP & BAR,Queens,LIBERTY AVENUE,11419,7183235990,Caribbean,40.69017521,-73.81459759,4
1101,SIP N CHAT COCKTAIL,Brooklyn,AVENUE D,11226,7186754437,Caribbean,40.6408832,-73.94926982,1
1102,SISSY MCGINTY'S,Queens,STEINWAY STREET,11103,7185454286,Irish,40.76752637,-73.91202112,0
1103,SITA THAI,Manhattan,BROADWAY,10031,6469015623,Thai,40.82863582,-73.94884788,3
1104,SKINNY'S CANTINA,Queens,CENTER BOULEVARD,11109,7188061068,Mexican,40.74595345,-73.95682245,3
1105,SKORPIOS,Manhattan,EAST   54 STREET,10022,6468532325,Greek,40.76087113,-73.97496626,0
1106,SMILING PIZZA,Brooklyn,7 AVENUE,11215,7187882137,Pizza,40.66706165,-73.98141432,1
1107,SNACK BAR,Queens,131 STREET,11356,7189396300,American,40.78749256,-73.83735071,0
1108,SNACK BAR,Manhattan,RIVERSIDE DRIVE,10031,9145575042,Hotdogs,40.82711109,-73.95196018,2
1109,SNACKY,Brooklyn,GRAND STREET,11211,7184864848,Asian/Asian Fusion,40.71427203,-73.96072804,1
1110,Sobak,Manhattan,CANAL STREET,10002,9294018597,Korean,40.71484113,-73.99169968,3
1111,SOBOL,Queens,BELL BLVD,11361,7183969963,"Juice, Smoothies, Fruit Salads",40.76498631,-73.77172915,0
1112,SOBOL,Queens,DITMARS BLVD,11105,7188467000,"Juice, Smoothies, Fruit Salads",40.77475902,-73.90878372,1
1113,SOBOL,Queens,26TH AVE,11360,6467626567,"Juice, Smoothies, Fruit Salads",40.77831452,-73.77712826,1
1114,SODAM,Queens,NORTHERN BLVD,11354,7188861616,Korean,40.76391752,-73.8086806,1
1115,SOFIA,Brooklyn,3 AVENUE,11209,7186804242,Italian,40.62487457,-74.03049058,5
1116,SOGNO TOSCANO,Manhattan,PERRY STREET,10014,9175959334,Italian,40.73571261,-74.00212174,3
1117,SOHO KTV & BAR,Queens,LINDEN PL,11354,7183581115,Chinese,40.76756593,-73.83186161,2
1118,SOHO ROOM,Manhattan,SPRING STREET,10012,9738654093,American,40.72528796,-74.00344909,2
1119,SOLA PASTA BAR,Manhattan,WEST BROADWAY,10013,6463015372,Italian,40.72210676,-74.00400811,5
1120,SOM BO,Manhattan,8TH AVE,10011,9173856399,Asian/Asian Fusion,40.74175111,-74.0010754,0
1121,SOMOON,Queens,162 STREET,11358,7186614770,Asian/Asian Fusion,40.76119759,-73.8038802,2
1122,SONG,Brooklyn,5 AVENUE,11215,7189651108,Thai,40.67352305,-73.98265985,4
1123,SONNY'S ROTI SHOP,Queens,LIBERTY AVENUE,11419,7188357255,Caribbean,40.68603305,-73.82488903,0
1124,SOTTO CASA,Brooklyn,ATLANTIC AVENUE,11201,7188528758,Pizza,40.68840872,-73.98867769,3
1125,SPICY SHALLOT,Queens,WOODSIDE AVE,11373,7186725266,Thai,40.74356823,-73.88785569,3
1126,SPOLINI'S,Queens,METROPOLITAN AVENUE,11418,7188055852,Italian,40.70729054,-73.83545879,3
1127,SPORTS MANIA BAR & GRILL,Queens,243 STREET,11422,7185259521,American,40.66068635,-73.73905367,3
1128,SPRING FOOD SPOT,Queens,BROADWAY,11106,7182786210,American,40.76593758,-73.93297593,3
1129,SSAM,Brooklyn,SMITH STREET,11201,7188527726,Korean,40.68585629,-73.99106149,0
1130,ST DYMPHNAS,Manhattan,AVENUE A,10009,9175440198,American,40.72630512,-73.98336042,4
1131,STAR BILLIARDS,Bronx,WESTCHESTER AVENUE,10472,9173715834,American,40.8291017,-73.87591293,1
1132,STAR PARK,Brooklyn,20 AVENUE,11204,7182320525,Chinese,40.61814732,-73.98414751,5
1133,STK,Manhattan,LITTLE WEST   12 STREET,10014,6466242444,American,40.74001893,-74.00731109,3
1134,SVL BAR,Queens,ASTORIA BLVD,11102,7188046957,Greek,40.77022393,-73.91874711,1
1135,SWICK 2,Queens,35TH ST,11106,7189866096,Mexican,40.75635104,-73.92553195,1
1136,T & G FLAVORS,Queens,LINDEN BLVD,11411,7187122956,Caribbean,40.69291277,-73.7330311,0
1137,T.G.I. FRIDAY'S,Brooklyn,HARKNESS AVENUE,11235,7186480891,American,40.58656141,-73.9291063,2
1138,TACO INN,Manhattan,SAINT NICHOLAS AVENUE,10033,9173882525,Tex-Mex,40.85160332,-73.93206874,3
1139,TACO KING,Queens,UNION TURNPIKE,11004,7183438886,Tex-Mex,40.74565588,-73.71454316,2
1140,TACO MAHAL,Manhattan,7 AVENUE SOUTH,10014,6467191553,Tex-Mex,40.73228711,-74.00350357,0
1141,TACO MIX,Manhattan,EAST  116 STREET,10029,6465810058,Tex-Mex,40.79756332,-73.93914537,0
1142,TACO MIX,Manhattan,DELANCEY STREET,10002,9173883977,Tex-Mex,40.7178818,-73.98622322,4
1143,TACOMBI,Brooklyn,METROPOLITAN AVENUE,11211,7185993496,Tex-Mex,40.71506767,-73.95974278,1
1144,TACOMBI,Manhattan,EAST   70 STREET,10021,9292733346,Tex-Mex,40.76831112,-73.96130617,5
1145,TACOMBI,Manhattan,BROAD STREET,10004,9172617136,Tex-Mex,40.70464403,-74.01157033,4
1146,TACOMBI AT FONDA NOLITA,Manhattan,ELIZABETH STREET,10012,9177270179,Tex-Mex,40.7237892,-73.99372612,0
1147,TACOS GLORIA,Queens,MARTENSE AVENUE,11368,7185925050,Tex-Mex,40.74050281,-73.85628867,3
1148,TACOSSSSSSS,Brooklyn,FULTON STREET,11208,7182773780,Tex-Mex,40.68420762,-73.87017306,3
1149,TACOVISION,Manhattan,EAST   53 STREET,10022,6469211990,Tex-Mex,40.7572519,-73.9683585,1
1150,TAIYAKI NYC,Queens,39TH AVE,11354,9179091856,Frozen Desserts,40.76033055,-73.82987293,3
1151,TAJ KABAB KING,Brooklyn,GRAND STREET,11211,7187821722,Indian,40.71111106,-73.94931356,1
1152,TAKARA,Queens,14TH AVE,11357,7187471368,Japanese,40.78896009,-73.81329944,1
1153,TAKSIM,Brooklyn,4TH AVE,11232,7187881064,Turkish,40.66000084,-73.99895476,2
1154,TALADWAT,Manhattan,9 AVENUE,10019,6468239815,Thai,40.7626465,-73.98954944,4
1155,TANG HOTPOT,Manhattan,BOWERY,10002,9176875934,Asian/Asian Fusion,40.71878828,-73.99465732,1
1156,TAP NYC,Brooklyn,NORTH    3 STREET,11249,9175957012,Brazilian,40.71679218,-73.96207571,1
1157,TAR PIT,Brooklyn,WOODPOINT ROAD,11211,6464699494,Coffee/Tea,40.71749986,-73.94139763,1
1158,TASTY AND CO,Queens,63RD DR,11374,7188972288,Chinese/Japanese,40.72883497,-73.86315475,3
1159,TASTY GRILL,Queens,150 STREET,11357,7187677200,Greek,40.78824969,-73.81360118,5
1160,TASTY PICKS II,Bronx,EAST GUN HILL ROAD,10467,7182312230,Sandwiches,40.88170026,-73.87964411,2
1161,TASTY'S,Queens,MYRTLE AVENUE,11385,7184560954,American,40.70047677,-73.90134098,0
1162,TATOS PIZZA,Brooklyn,18 AVENUE,11214,7186213300,Pizza,40.6082562,-74.00139017,2
1163,TBAAR,Brooklyn,20 AVENUE,11214,9178683537,Caribbean,40.60503381,-73.99782121,1
1164,TBAAR,Queens,37TH AVE,11368,7188980616,"Juice, Smoothies, Fruit Salads",40.75158685,-73.87069812,3
1165,THAI 101,Queens,BELL BLVD,11361,7186318600,Thai,40.76505221,-73.77174336,3
1166,THAI HOLIC,Brooklyn,MYRTLE AVENUE,11205,7182229992,Thai,40.69317337,-73.97132799,0
1167,THAI HOT BOX,Manhattan,3 AVENUE,10128,9174091641,Thai,40.78118062,-73.9522787,4
1168,THAI MAX,Bronx,BAYCHESTER AVENUE,10475,9179811148,Thai,40.86590541,-73.83042975,5
1169,THAI POT,Queens,QUEENS BLVD,11375,7188973898,Thai,40.72483064,-73.85021096,3
1170,THAI SON,Queens,74 STREET,11373,7184766805,Southeast Asian,40.74631635,-73.89133732,1
1171,THAISM,Brooklyn,SMITH STREET,11231,7188340505,Thai,40.68241725,-73.99339111,4
1172,THANH DA,Brooklyn,7 AVENUE,11220,7184922717,Southeast Asian,40.63670253,-74.01189359,3
1173,THIP OSHA,Brooklyn,GRAND STREET,11211,7183887787,Thai,40.71188135,-73.9414603,4
1174,THIRST RX,Brooklyn,RUTLAND ROAD,11212,9176480012,"Juice, Smoothies, Fruit Salads",40.66356374,-73.92501236,1
1175,THOMAS PIZZA,Queens,37TH AVE,11372,7188980347,Pizza,40.75056131,-73.87659035,0
1176,TIKKA GRILL,Queens,82 STREET,11370,7184584848,Indian,40.76460328,-73.88702594,0
1177,TIKKA INDIAN GRILL,Brooklyn,GRAND STREET,11211,7187682262,Indian,40.71429126,-73.96077492,2
1178,TIKKA INDIAN GRILL,Brooklyn,5 AVENUE,11215,9178166330,Indian,40.6706304,-73.98509749,2
1179,TIKKA INDIAN GRILL,Queens,METROPOLITAN AVE,11415,7184801307,Indian,40.70603033,-73.83142952,0
1180,TIKKA INDIAN GRILL,Queens,30TH AVE,11103,9178166330,Indian,40.76566218,-73.9187924,1
1181,TIKKA MASALA,Queens,JACKSON AVE,11101,9177678241,Indian,40.74261686,-73.95250491,0
1182,TINY'S CANTINA,Brooklyn,FLATBUSH AVENUE,11217,9175493100,Mexican,40.68132788,-73.97546134,4
1183,TIPSY DOG'S BAR,Brooklyn,TROUTMAN STREET,11237,6464693222,Other,40.70630138,-73.92311381,1
1184,TIPSY SCOOP,Manhattan,EAST   26 STREET,10010,9173882862,Frozen Desserts,40.74041009,-73.98099322,0
1185,TITO RADS GRILL,Queens,QUEENS BLVD,11377,7182057299,Filipino,40.74279055,-73.91563022,4
1186,TITO'S BBQ STATION,Manhattan,LENOX AVENUE,10027,9177100190,Barbecue,40.8093711,-73.94430027,1
1187,TJ ASIAN BISTRO,Queens,SKILLMAN AVE,11377,7182052088,Japanese,40.74611053,-73.91404166,0
1188,TOAST & ROAST,Queens,BROADWAY,11106,7187770997,American,40.76152693,-73.92442876,2
1189,TOMI JAZZ,Manhattan,EAST   53 STREET,10022,6464971254,Japanese,40.75730682,-73.96844511,3
1190,TOMMY'S PIZZA,Bronx,EAST TREMONT AVENUE,10465,7188292828,Pizza,40.81955991,-73.81753076,1
1191,TOMO TOMO,Manhattan,WEST   52 STREET,10019,6463834794,Japanese,40.76199773,-73.98156821,1
1192,TONY & TINA'S PIZZA,Bronx,ARTHUR AVENUE,10458,7187338094,Pizza,40.85752831,-73.88589142,2
1193,TONY'S PIZZA,Brooklyn,GRAHAM AVENUE,11211,7183848669,Italian,40.71506953,-73.944484,2
1194,TONY'S PIZZA,Bronx,WHITE PLAINS ROAD,10466,7185196043,Pizza,40.89330974,-73.85742553,1
1195,TONY'S PIZZA,Queens,JAMAICA AVE,11418,9176514783,Pizza,40.69600283,-73.83847994,0
1196,TONY'S PIZZA II,Brooklyn,RUTLAND ROAD,11212,7189538163,Pizza,40.66473183,-73.92321958,0
1197,TOP THAI,Manhattan,CARMINE STREET,10014,9175478933,Thai,40.72978661,-74.00420341,3
1198,TORO LOCO,Manhattan,STONE STREET,10004,9172620444,Mexican,40.7040264,-74.01206794,5
1199,TORST,Brooklyn,MANHATTAN AVENUE,11222,7183896034,American,40.72335877,-73.95056691,4
1200,TORTILLAS KING,Brooklyn,18 AVENUE,11204,7188855391,Tex-Mex,40.6155901,-73.99373633,4
1201,TOSOCCHON,Queens,BELL BLVD,11361,7182290777,Korean,40.7593977,-73.768857,2
1202,TOTA'S,Brooklyn,UTICA AVENUE,11213,7187735109,Caribbean,40.67027024,-73.93099244,3
1203,TRASH ISLAND,Brooklyn,HALSEY STREET,11233,9174466065,Coffee/Tea,40.68408677,-73.92988199,3
1204,TRATTORIA L'INCONTRO,Queens,31 STREET,11105,7187213532,Italian,40.7766923,-73.91001951,4
1205,TRINIDAD ALI'S ROTI SHOP 2,Queens,FRANCIS LEWIS BLVD,11422,6464042762,Caribbean,40.66424399,-73.73444391,2
1206,TROPIC POLLO,Queens,CORONA AVENUE,11373,7185921868,Latin American,40.74244189,-73.87369678,3
1207,TROPIC POLLO,Queens,CORONA AVE,11373,7185921868,Mexican,40.74244189,-73.87369678,4
1208,TSAOCAA,Queens,PRINCE ST,11354,7183535937,Coffee/Tea,40.76007103,-73.83257368,4
1209,TWIST,Brooklyn,3 AVENUE,11232,6466384938,Seafood,40.65207074,-74.01003314,2
1210,TWIST PIZZA CORP,Brooklyn,CHURCH AVENUE,11226,9178087828,Pizza,40.65067786,-73.95225709,0
1211,Two Hands 250,Manhattan,MOTT STREET,10012,9177971854,Hotdogs,40.72343243,-73.99472189,3
1212,TWOHANDS CORNDOGS,Manhattan,AVENUE A,10009,6469129684,Hotdogs,40.72740565,-73.98255918,3
1213,VIA CARAMICO,Queens,NORTHERN BLVD,11101,7186075963,Pizza,40.75197937,-73.93109876,4
1214,VIA ROMA PIZZA BAR,Brooklyn,COURT STREET,11231,9293379714,Pizza,40.67803402,-73.99797023,4
1215,VICTORIAS PIZZA,Brooklyn,GERRITSEN AVENUE,11229,7188919496,Pizza,40.59284172,-73.9251533,2
1216,VILLAGGIO,Queens,14TH RD,11357,7187471111,Italian,40.78758155,-73.81288803,4
1217,VINNY'S PIZZA,Queens,57 AVENUE,11368,7186994433,Pizza,40.73720193,-73.86392054,5
1218,VINO VOLO,Queens,JFK INT AIR PORT,11430,7189958466,Italian,40.64831283,-73.7882815,1
1219,VIS-A-VIS,Brooklyn,OCEAN PARKWAY,11235,7183330003,Russian,40.57586067,-73.96863915,4
1220,VITO'S PIZZA,Queens,SPRINGFIELD BLVD,11364,7184681019,Pizza,40.73680404,-73.74734258,1
1221,VIVA TORO,Brooklyn,BERRY STREET,11249,7183842138,Mexican,40.71665737,-73.96113787,0
1222,VSPOT,Brooklyn,5 AVENUE,11217,7189288778,Vegetarian,40.67801571,-73.97938149,1
1223,VYBZ ASTORIA,Queens,STEINWAY ST,11103,9176485620,Bottled Beverages,40.76521398,-73.91392305,3
1224,WAH KING,Queens,ATLANTIC AVE,11421,9173612557,Chinese,40.6847729,-73.86069634,2
1225,WANGS,Brooklyn,UNION STREET,11215,7183636390,Chicken,40.6771571,-73.98239572,1
1226,WANGS,Brooklyn,UNION STREET,11215,7186366390,Chicken,40.6771571,-73.98239572,3
1227,Wara,Manhattan,1 AVENUE,10003,9177755690,Japanese,40.72532844,-73.98695046,1
1228,WASABI POINT,Queens,WOODSIDE AVENUE,11373,7182051056,Asian/Asian Fusion,40.74342625,-73.888621,0
1229,Wayan,Manhattan,SPRING STREET,10012,9172614388,Indonesian,40.72143425,-73.99505034,2
1230,WHITMANS,Manhattan,8 AVENUE,10036,9173380927,Hamburgers,40.75865554,-73.9887379,4
1231,WIBAR,Queens,LA GUARDIA AIRPORT,11369,9177171353,American,40.77441403,-73.87729335,3
1232,WICHCRAFT,Manhattan,BROADWAY,10018,7184500886,Sandwiches,40.7534321,-73.98715067,2
1233,WIKIWIKI,Brooklyn,ALBEE SQUARE,11201,9293682764,Japanese,40.69082623,-73.98345225,1
1234,WILD ASIA,Bronx,SOUTHERN BOULEVARD,10460,7182207846,American,40.85055596,-73.88245143,3
1235,WILD BIRDS,Brooklyn,DEAN STREET,11238,6464200894,American,40.67817743,-73.95835187,1
1236,WILD INK,Manhattan,WEST   33 STREET,10001,6469747305,Asian/Asian Fusion,40.75398451,-73.99983036,4
1237,WILDAIR,Manhattan,ORCHARD ST,10002,6469645624,American,40.72008343,-73.98921343,2
1238,WILLOW,Manhattan,8 AVENUE,10011,7186062179,Vegan,40.74355442,-73.99975821,3
1239,WIN HING,Brooklyn,4 AVENUE,11209,7189215926,Chinese,40.61384539,-74.03278346,4
